feature,absolute_held,relative_held
_area_km2,50223161.50453356,0.23667987931136486
bio_vgpm,7607596.967765808,0.30001669998692593
groups01_nspp_bivalves,17667.24863857031,0.6285756128100359
groups01_nspp_bony.fishes,6294176.186403751,0.3000130498546212
groups01_nspp_cetaceans,309787.3726155758,0.3095012424272294
groups01_nspp_chitons,1730.8929530382156,0.509184126759835
groups01_nspp_corals,31252.30977267027,0.5189781524704914
groups01_nspp_crustaceans,507242.3456133604,0.3422179180194486
groups01_nspp_echinoderms,33891.79609078169,0.4174729937857076
groups01_nspp_euphausiids,4710.84449160099,0.3000791428222124
groups01_nspp_forams,722.1709349155426,0.5874578259985538
groups01_nspp_gastropods,41247.9942201972,0.5814917226982289
groups01_nspp_hydrozoans,20758.136713385582,0.6186376601231452
groups01_nspp_non.squid.cephalopods,194764.6890141964,0.3337954902521053
groups01_nspp_other,108569.24602454901,0.3713593915633691
groups01_nspp_pinnipeds,11170.533024311066,0.3000381494143853
groups01_nspp_reptiles,12020.547815918922,0.47782342154496726
groups01_nspp_sea.spiders,86855.89299476147,0.42257950902570995
groups01_nspp_seagrasses,48.83192276954651,1
groups01_nspp_sharks.n.rays,255678.57431161404,0.3461017784699726
groups01_nspp_sponges,5251.621857702732,0.6906581863315167
groups01_nspp_tunas.n.billfishes,190214.6330461502,0.3000199872324188
groups01_nspp_tunicates,199630.1111920476,0.3881589330830011
groups01_nspp_worms,94095.65202510357,0.47149593773431697
rls_all,705012.6224051714,0.31261271409998276
phys_seamounts_0to200m,194,0.7320754716981132
phys_seamounts_gt200to800m,5159,0.3109517208124887
phys_seamounts_gt800m,90,0.782608695652174
phys_vents,497,0.707977207977208
scapes_hetero,119033.8848528862,0.30000071757598107
